artikel_id;datum;menge;bestand;lieferzeit_tage
CHELSEABOOT-DA-41-SW;2024-07-01;12;22;55
CHELSEABOOT-DA-41-SW;2024-08-01;17;22;55
CHELSEABOOT-DA-41-SW;2024-09-01;17;22;55
CHELSEABOOT-DA-41-SW;2024-10-01;23;22;55
CHELSEABOOT-DA-41-SW;2024-11-01;18;22;55
CHELSEABOOT-DA-41-SW;2024-12-01;18;22;55
ESPADRILLE-DA-36-BG;2023-01-01;1;5;70
ESPADRILLE-DA-36-BG;2023-02-01;1;5;70
ESPADRILLE-DA-36-BG;2023-03-01;3;5;70
ESPADRILLE-DA-36-BG;2023-04-01;7;5;70
ESPADRILLE-DA-36-BG;2023-05-01;8;5;70
ESPADRILLE-DA-36-BG;2023-06-01;14;5;70
ESPADRILLE-DA-36-BG;2023-07-01;19;5;70
ESPADRILLE-DA-36-BG;2023-08-01;10;5;70
ESPADRILLE-DA-36-BG;2023-09-01;6;5;70
ESPADRILLE-DA-36-BG;2023-10-01;3;5;70
ESPADRILLE-DA-36-BG;2023-11-01;2;5;70
ESPADRILLE-DA-36-BG;2023-12-01;1;5;70
ESPADRILLE-DA-36-BG;2024-01-01;1;5;70
ESPADRILLE-DA-36-BG;2024-02-01;1;5;70
ESPADRILLE-DA-36-BG;2024-03-01;3;5;70
ESPADRILLE-DA-36-BG;2024-04-01;5;5;70
ESPADRILLE-DA-36-BG;2024-05-01;6;5;70
ESPADRILLE-DA-36-BG;2024-06-01;14;5;70
ESPADRILLE-DA-36-BG;2024-07-01;14;5;70
ESPADRILLE-DA-36-BG;2024-08-01;12;5;70
ESPADRILLE-DA-36-BG;2024-09-01;6;5;70
ESPADRILLE-DA-36-BG;2024-10-01;2;5;70
ESPADRILLE-DA-36-BG;2024-11-01;2;5;70
ESPADRILLE-DA-36-BG;2024-12-01;1;5;70
ESPADRILLE-DA-37-BR;2023-01-01;2;45;70
ESPADRILLE-DA-37-BR;2023-02-01;2;45;70
ESPADRILLE-DA-37-BR;2023-03-01;7;45;70
ESPADRILLE-DA-37-BR;2023-04-01;19;45;70
ESPADRILLE-DA-37-BR;2023-05-01;29;45;70
ESPADRILLE-DA-37-BR;2023-06-01;51;45;70
ESPADRILLE-DA-37-BR;2023-07-01;48;45;70
ESPADRILLE-DA-37-BR;2023-08-01;33;45;70
ESPADRILLE-DA-37-BR;2023-09-01;13;45;70
ESPADRILLE-DA-37-BR;2023-10-01;7;45;70
ESPADRILLE-DA-37-BR;2023-11-01;4;45;70
ESPADRILLE-DA-37-BR;2023-12-01;3;45;70
ESPADRILLE-DA-37-BR;2024-01-01;2;45;70
ESPADRILLE-DA-37-BR;2024-02-01;4;45;70
ESPADRILLE-DA-37-BR;2024-03-01;10;45;70
ESPADRILLE-DA-37-BR;2024-04-01;9;45;70
ESPADRILLE-DA-37-BR;2024-05-01;30;45;70
ESPADRILLE-DA-37-BR;2024-06-01;48;45;70
ESPADRILLE-DA-37-BR;2024-07-01;49;45;70
ESPADRILLE-DA-37-BR;2024-08-01;27;45;70
ESPADRILLE-DA-37-BR;2024-09-01;15;45;70
ESPADRILLE-DA-37-BR;2024-10-01;6;45;70
ESPADRILLE-DA-37-BR;2024-11-01;2;45;70
ESPADRILLE-DA-37-BR;2024-12-01;4;45;70
ESPADRILLE-DA-37-GR;2023-01-01;2;2;70
ESPADRILLE-DA-37-GR;2023-02-01;3;2;70
ESPADRILLE-DA-37-GR;2023-03-01;6;2;70
ESPADRILLE-DA-37-GR;2023-04-01;14;2;70
ESPADRILLE-DA-37-GR;2023-05-01;23;2;70
ESPADRILLE-DA-37-GR;2023-06-01;21;2;70
ESPADRILLE-DA-37-GR;2023-07-01;39;2;70
ESPADRILLE-DA-37-GR;2023-08-01;33;2;70
ESPADRILLE-DA-37-GR;2023-09-01;11;2;70
ESPADRILLE-DA-37-GR;2023-10-01;6;2;70
ESPADRILLE-DA-37-GR;2023-11-01;3;2;70
ESPADRILLE-DA-37-GR;2023-12-01;2;2;70
ESPADRILLE-DA-37-GR;2024-01-01;3;2;70
ESPADRILLE-DA-37-GR;2024-02-01;3;2;70
ESPADRILLE-DA-37-GR;2024-03-01;8;2;70
ESPADRILLE-DA-37-GR;2024-04-01;12;2;70
ESPADRILLE-DA-37-GR;2024-05-01;26;2;70
ESPADRILLE-DA-37-GR;2024-06-01;17;2;70
ESPADRILLE-DA-37-GR;2024-07-01;32;2;70
ESPADRILLE-DA-37-GR;2024-08-01;26;2;70
ESPADRILLE-DA-37-GR;2024-09-01;15;2;70
ESPADRILLE-DA-37-GR;2024-10-01;3;2;70
ESPADRILLE-DA-37-GR;2024-11-01;2;2;70
ESPADRILLE-DA-37-GR;2024-12-01;1;2;70
ESPADRILLE-DA-38-NV;2023-01-01;3;11;70
ESPADRILLE-DA-38-NV;2023-02-01;4;11;70
ESPADRILLE-DA-38-NV;2023-03-01;7;11;70
ESPADRILLE-DA-38-NV;2023-04-01;18;11;70
ESPADRILLE-DA-38-NV;2023-05-01;28;11;70
ESPADRILLE-DA-38-NV;2023-06-01;50;11;70
ESPADRILLE-DA-38-NV;2023-07-01;44;11;70
ESPADRILLE-DA-38-NV;2023-08-01;37;11;70
ESPADRILLE-DA-38-NV;2023-09-01;19;11;70
ESPADRILLE-DA-38-NV;2023-10-01;6;11;70
ESPADRILLE-DA-38-NV;2023-11-01;5;11;70
ESPADRILLE-DA-38-NV;2023-12-01;2;11;70
ESPADRILLE-DA-38-NV;2024-01-01;4;11;70
ESPADRILLE-DA-38-NV;2024-02-01;5;11;70
ESPADRILLE-DA-38-NV;2024-03-01;13;11;70
ESPADRILLE-DA-38-NV;2024-04-01;17;11;70
ESPADRILLE-DA-38-NV;2024-05-01;39;11;70
ESPADRILLE-DA-38-NV;2024-06-01;65;11;70
ESPADRILLE-DA-38-NV;2024-07-01;49;11;70
ESPADRILLE-DA-38-NV;2024-08-01;37;11;70
ESPADRILLE-DA-38-NV;2024-09-01;26;11;70
ESPADRILLE-DA-38-NV;2024-10-01;9;11;70
ESPADRILLE-DA-38-NV;2024-11-01;5;11;70
ESPADRILLE-DA-38-NV;2024-12-01;5;11;70
ESPADRILLE-DA-40-NV;2023-01-01;3;17;70
ESPADRILLE-DA-40-NV;2023-02-01;3;17;70
ESPADRILLE-DA-40-NV;2023-03-01;9;17;70
ESPADRILLE-DA-40-NV;2023-04-01;17;17;70
ESPADRILLE-DA-40-NV;2023-05-01;27;17;70
ESPADRILLE-DA-40-NV;2023-06-01;46;17;70
ESPADRILLE-DA-40-NV;2023-07-01;31;17;70
ESPADRILLE-DA-40-NV;2023-08-01;35;17;70
ESPADRILLE-DA-40-NV;2023-09-01;12;17;70
ESPADRILLE-DA-40-NV;2023-10-01;7;17;70
ESPADRILLE-DA-40-NV;2023-11-01;3;17;70
ESPADRILLE-DA-40-NV;2023-12-01;3;17;70
ESPADRILLE-DA-40-NV;2024-01-01;2;17;70
ESPADRILLE-DA-40-NV;2024-02-01;4;17;70
ESPADRILLE-DA-40-NV;2024-03-01;8;17;70
ESPADRILLE-DA-40-NV;2024-04-01;18;17;70
ESPADRILLE-DA-40-NV;2024-05-01;29;17;70
ESPADRILLE-DA-40-NV;2024-06-01;37;17;70
ESPADRILLE-DA-40-NV;2024-07-01;31;17;70
ESPADRILLE-DA-40-NV;2024-08-01;25;17;70
ESPADRILLE-DA-40-NV;2024-09-01;13;17;70
ESPADRILLE-DA-40-NV;2024-10-01;9;17;70
ESPADRILLE-DA-40-NV;2024-11-01;3;17;70
ESPADRILLE-DA-40-NV;2024-12-01;4;17;70
ESPADRILLE-DA-40-WS;2023-01-01;4;25;70
ESPADRILLE-DA-40-WS;2023-02-01;6;25;70
ESPADRILLE-DA-40-WS;2023-03-01;8;25;70
ESPADRILLE-DA-40-WS;2023-04-01;17;25;70
ESPADRILLE-DA-40-WS;2023-05-01;31;25;70
ESPADRILLE-DA-40-WS;2023-06-01;68;25;70
ESPADRILLE-DA-40-WS;2023-07-01;63;25;70
ESPADRILLE-DA-40-WS;2023-08-01;37;25;70
ESPADRILLE-DA-40-WS;2023-09-01;15;25;70
ESPADRILLE-DA-40-WS;2023-10-01;8;25;70
ESPADRILLE-DA-40-WS;2023-11-01;5;25;70
ESPADRILLE-DA-40-WS;2023-12-01;4;25;70
ESPADRILLE-DA-40-WS;2024-01-01;3;25;70
ESPADRILLE-DA-40-WS;2024-02-01;4;25;70
ESPADRILLE-DA-40-WS;2024-03-01;15;25;70
ESPADRILLE-DA-40-WS;2024-04-01;29;25;70
ESPADRILLE-DA-40-WS;2024-05-01;37;25;70
ESPADRILLE-DA-40-WS;2024-06-01;77;25;70
ESPADRILLE-DA-40-WS;2024-07-01;76;25;70
ESPADRILLE-DA-40-WS;2024-08-01;60;25;70
ESPADRILLE-DA-40-WS;2024-09-01;23;25;70
ESPADRILLE-DA-40-WS;2024-10-01;11;25;70
ESPADRILLE-DA-40-WS;2024-11-01;8;25;70
ESPADRILLE-DA-40-WS;2024-12-01;3;25;70
ESPADRILLE-DA-41-BR;2023-01-01;2;4;70
ESPADRILLE-DA-41-BR;2023-02-01;2;4;70
ESPADRILLE-DA-41-BR;2023-03-01;4;4;70
ESPADRILLE-DA-41-BR;2023-04-01;10;4;70
ESPADRILLE-DA-41-BR;2023-05-01;20;4;70
ESPADRILLE-DA-41-BR;2023-06-01;29;4;70
ESPADRILLE-DA-41-BR;2023-07-01;20;4;70
ESPADRILLE-DA-41-BR;2023-08-01;18;4;70
ESPADRILLE-DA-41-BR;2023-09-01;6;4;70
ESPADRILLE-DA-41-BR;2023-10-01;6;4;70
ESPADRILLE-DA-41-BR;2023-11-01;2;4;70
ESPADRILLE-DA-41-BR;2023-12-01;2;4;70
ESPADRILLE-DA-41-BR;2024-01-01;2;4;70
ESPADRILLE-DA-41-BR;2024-02-01;2;4;70
ESPADRILLE-DA-41-BR;2024-03-01;6;4;70
ESPADRILLE-DA-41-BR;2024-04-01;15;4;70
ESPADRILLE-DA-41-BR;2024-05-01;20;4;70
ESPADRILLE-DA-41-BR;2024-06-01;28;4;70
ESPADRILLE-DA-41-BR;2024-07-01;22;4;70
ESPADRILLE-DA-41-BR;2024-08-01;16;4;70
ESPADRILLE-DA-41-BR;2024-09-01;7;4;70
ESPADRILLE-DA-41-BR;2024-10-01;5;4;70
ESPADRILLE-DA-41-BR;2024-11-01;3;4;70
ESPADRILLE-DA-41-BR;2024-12-01;2;4;70
ESPADRILLE-DA-41-SW;2023-01-01;2;1;70
ESPADRILLE-DA-41-SW;2023-02-01;3;1;70
ESPADRILLE-DA-41-SW;2023-03-01;6;1;70
ESPADRILLE-DA-41-SW;2023-04-01;15;1;70
ESPADRILLE-DA-41-SW;2023-05-01;25;1;70
ESPADRILLE-DA-41-SW;2023-06-01;36;1;70
ESPADRILLE-DA-41-SW;2023-07-01;34;1;70
ESPADRILLE-DA-41-SW;2023-08-01;22;1;70
ESPADRILLE-DA-41-SW;2023-09-01;11;1;70
ESPADRILLE-DA-41-SW;2023-10-01;4;1;70
ESPADRILLE-DA-41-SW;2023-11-01;3;1;70
ESPADRILLE-DA-41-SW;2023-12-01;2;1;70
ESPADRILLE-DA-41-SW;2024-01-01;3;1;70
ESPADRILLE-DA-41-SW;2024-02-01;4;1;70
ESPADRILLE-DA-41-SW;2024-03-01;6;1;70
ESPADRILLE-DA-41-SW;2024-04-01;11;1;70
ESPADRILLE-DA-41-SW;2024-05-01;17;1;70
ESPADRILLE-DA-41-SW;2024-06-01;35;1;70
ESPADRILLE-DA-41-SW;2024-07-01;32;1;70
ESPADRILLE-DA-41-SW;2024-08-01;24;1;70
ESPADRILLE-DA-41-SW;2024-09-01;9;1;70
ESPADRILLE-DA-41-SW;2024-10-01;3;1;70
ESPADRILLE-DA-41-SW;2024-11-01;2;1;70
ESPADRILLE-DA-41-SW;2024-12-01;2;1;70
FILZPANTOFFEL-HE-40-SW;2023-01-01;17;51;21
FILZPANTOFFEL-HE-40-SW;2023-02-01;10;51;21
FILZPANTOFFEL-HE-40-SW;2023-03-01;8;51;21
FILZPANTOFFEL-HE-40-SW;2023-04-01;7;51;21
FILZPANTOFFEL-HE-40-SW;2023-05-01;5;51;21
FILZPANTOFFEL-HE-40-SW;2023-06-01;3;51;21
FILZPANTOFFEL-HE-40-SW;2023-07-01;4;51;21
FILZPANTOFFEL-HE-40-SW;2023-08-01;5;51;21
FILZPANTOFFEL-HE-40-SW;2023-09-01;11;51;21
FILZPANTOFFEL-HE-40-SW;2023-10-01;9;51;21
FILZPANTOFFEL-HE-40-SW;2023-11-01;25;51;21
FILZPANTOFFEL-HE-40-SW;2023-12-01;29;51;21
FILZPANTOFFEL-HE-40-SW;2024-01-01;15;51;21
FILZPANTOFFEL-HE-40-SW;2024-02-01;14;51;21
FILZPANTOFFEL-HE-40-SW;2024-03-01;7;51;21
FILZPANTOFFEL-HE-40-SW;2024-04-01;7;51;21
FILZPANTOFFEL-HE-40-SW;2024-05-01;4;51;21
FILZPANTOFFEL-HE-40-SW;2024-06-01;3;51;21
FILZPANTOFFEL-HE-40-SW;2024-07-01;4;51;21
FILZPANTOFFEL-HE-40-SW;2024-08-01;6;51;21
FILZPANTOFFEL-HE-40-SW;2024-09-01;11;51;21
FILZPANTOFFEL-HE-40-SW;2024-10-01;15;51;21
FILZPANTOFFEL-HE-40-SW;2024-11-01;22;51;21
FILZPANTOFFEL-HE-40-SW;2024-12-01;19;51;21
FILZPANTOFFEL-HE-42-WS;2023-01-01;29;178;21
FILZPANTOFFEL-HE-42-WS;2023-02-01;16;178;21
FILZPANTOFFEL-HE-42-WS;2023-03-01;18;178;21
FILZPANTOFFEL-HE-42-WS;2023-04-01;15;178;21
FILZPANTOFFEL-HE-42-WS;2023-05-01;7;178;21
FILZPANTOFFEL-HE-42-WS;2023-06-01;7;178;21
FILZPANTOFFEL-HE-42-WS;2023-07-01;7;178;21
FILZPANTOFFEL-HE-42-WS;2023-08-01;12;178;21
FILZPANTOFFEL-HE-42-WS;2023-09-01;19;178;21
FILZPANTOFFEL-HE-42-WS;2023-10-01;31;178;21
FILZPANTOFFEL-HE-42-WS;2023-11-01;31;178;21
FILZPANTOFFEL-HE-42-WS;2023-12-01;43;178;21
FILZPANTOFFEL-HE-42-WS;2024-01-01;28;178;21
FILZPANTOFFEL-HE-42-WS;2024-02-01;30;178;21
FILZPANTOFFEL-HE-42-WS;2024-03-01;17;178;21
FILZPANTOFFEL-HE-42-WS;2024-04-01;8;178;21
FILZPANTOFFEL-HE-42-WS;2024-05-01;9;178;21
FILZPANTOFFEL-HE-42-WS;2024-06-01;6;178;21
FILZPANTOFFEL-HE-42-WS;2024-07-01;8;178;21
FILZPANTOFFEL-HE-42-WS;2024-08-01;8;178;21
FILZPANTOFFEL-HE-42-WS;2024-09-01;21;178;21
FILZPANTOFFEL-HE-42-WS;2024-10-01;37;178;21
FILZPANTOFFEL-HE-42-WS;2024-11-01;59;178;21
FILZPANTOFFEL-HE-42-WS;2024-12-01;58;178;21
FILZPANTOFFEL-HE-43-NV;2023-01-01;27;92;21
FILZPANTOFFEL-HE-43-NV;2023-02-01;21;92;21
FILZPANTOFFEL-HE-43-NV;2023-03-01;19;92;21
FILZPANTOFFEL-HE-43-NV;2023-04-01;9;92;21
FILZPANTOFFEL-HE-43-NV;2023-05-01;9;92;21
FILZPANTOFFEL-HE-43-NV;2023-06-01;6;92;21
FILZPANTOFFEL-HE-43-NV;2023-07-01;7;92;21
FILZPANTOFFEL-HE-43-NV;2023-08-01;7;92;21
FILZPANTOFFEL-HE-43-NV;2023-09-01;20;92;21
FILZPANTOFFEL-HE-43-NV;2023-10-01;18;92;21
FILZPANTOFFEL-HE-43-NV;2023-11-01;43;92;21
FILZPANTOFFEL-HE-43-NV;2023-12-01;35;92;21
FILZPANTOFFEL-HE-43-NV;2024-01-01;24;92;21
FILZPANTOFFEL-HE-43-NV;2024-02-01;19;92;21
FILZPANTOFFEL-HE-43-NV;2024-03-01;15;92;21
FILZPANTOFFEL-HE-43-NV;2024-04-01;10;92;21
FILZPANTOFFEL-HE-43-NV;2024-05-01;9;92;21
FILZPANTOFFEL-HE-43-NV;2024-06-01;5;92;21
FILZPANTOFFEL-HE-43-NV;2024-07-01;5;92;21
FILZPANTOFFEL-HE-43-NV;2024-08-01;10;92;21
FILZPANTOFFEL-HE-43-NV;2024-09-01;15;92;21
FILZPANTOFFEL-HE-43-NV;2024-10-01;29;92;21
FILZPANTOFFEL-HE-43-NV;2024-11-01;41;92;21
FILZPANTOFFEL-HE-43-NV;2024-12-01;41;92;21
FILZPANTOFFEL-HE-43-RT;2023-01-01;15;42;21
FILZPANTOFFEL-HE-43-RT;2023-02-01;8;42;21
FILZPANTOFFEL-HE-43-RT;2023-03-01;7;42;21
FILZPANTOFFEL-HE-43-RT;2023-04-01;5;42;21
FILZPANTOFFEL-HE-43-RT;2023-05-01;4;42;21
FILZPANTOFFEL-HE-43-RT;2023-06-01;3;42;21
FILZPANTOFFEL-HE-43-RT;2023-07-01;4;42;21
FILZPANTOFFEL-HE-43-RT;2023-08-01;4;42;21
FILZPANTOFFEL-HE-43-RT;2023-09-01;9;42;21
FILZPANTOFFEL-HE-43-RT;2023-10-01;16;42;21
FILZPANTOFFEL-HE-43-RT;2023-11-01;15;42;21
FILZPANTOFFEL-HE-43-RT;2023-12-01;28;42;21
FILZPANTOFFEL-HE-43-RT;2024-01-01;16;42;21
FILZPANTOFFEL-HE-43-RT;2024-02-01;14;42;21
FILZPANTOFFEL-HE-43-RT;2024-03-01;9;42;21
FILZPANTOFFEL-HE-43-RT;2024-04-01;6;42;21
FILZPANTOFFEL-HE-43-RT;2024-05-01;3;42;21
FILZPANTOFFEL-HE-43-RT;2024-06-01;4;42;21
FILZPANTOFFEL-HE-43-RT;2024-07-01;4;42;21
FILZPANTOFFEL-HE-43-RT;2024-08-01;5;42;21
FILZPANTOFFEL-HE-43-RT;2024-09-01;13;42;21
FILZPANTOFFEL-HE-43-RT;2024-10-01;18;42;21
FILZPANTOFFEL-HE-43-RT;2024-11-01;22;42;21
FILZPANTOFFEL-HE-43-RT;2024-12-01;13;42;21
FILZPANTOFFEL-HE-43-SW;2023-01-01;37;32;21
FILZPANTOFFEL-HE-43-SW;2023-02-01;29;32;21
FILZPANTOFFEL-HE-43-SW;2023-03-01;25;32;21
FILZPANTOFFEL-HE-43-SW;2023-04-01;13;32;21
FILZPANTOFFEL-HE-43-SW;2023-05-01;11;32;21
FILZPANTOFFEL-HE-43-SW;2023-06-01;6;32;21
FILZPANTOFFEL-HE-43-SW;2023-07-01;11;32;21
FILZPANTOFFEL-HE-43-SW;2023-08-01;13;32;21
FILZPANTOFFEL-HE-43-SW;2023-09-01;23;32;21
FILZPANTOFFEL-HE-43-SW;2023-10-01;45;32;21
FILZPANTOFFEL-HE-43-SW;2023-11-01;58;32;21
FILZPANTOFFEL-HE-43-SW;2023-12-01;74;32;21
FILZPANTOFFEL-HE-43-SW;2024-01-01;54;32;21
FILZPANTOFFEL-HE-43-SW;2024-02-01;28;32;21
FILZPANTOFFEL-HE-43-SW;2024-03-01;17;32;21
FILZPANTOFFEL-HE-43-SW;2024-04-01;17;32;21
FILZPANTOFFEL-HE-43-SW;2024-05-01;12;32;21
FILZPANTOFFEL-HE-43-SW;2024-06-01;7;32;21
FILZPANTOFFEL-HE-43-SW;2024-07-01;5;32;21
FILZPANTOFFEL-HE-43-SW;2024-08-01;13;32;21
FILZPANTOFFEL-HE-43-SW;2024-09-01;29;32;21
FILZPANTOFFEL-HE-43-SW;2024-10-01;51;32;21
FILZPANTOFFEL-HE-43-SW;2024-11-01;43;32;21
FILZPANTOFFEL-HE-43-SW;2024-12-01;50;32;21
FILZPANTOFFEL-HE-44-RT;2023-01-01;14;58;21
FILZPANTOFFEL-HE-44-RT;2023-02-01;10;58;21
FILZPANTOFFEL-HE-44-RT;2023-03-01;9;58;21
FILZPANTOFFEL-HE-44-RT;2023-04-01;6;58;21
FILZPANTOFFEL-HE-44-RT;2023-05-01;3;58;21
FILZPANTOFFEL-HE-44-RT;2023-06-01;4;58;21
FILZPANTOFFEL-HE-44-RT;2023-07-01;3;58;21
FILZPANTOFFEL-HE-44-RT;2023-08-01;5;58;21
FILZPANTOFFEL-HE-44-RT;2023-09-01;9;58;21
FILZPANTOFFEL-HE-44-RT;2023-10-01;8;58;21
FILZPANTOFFEL-HE-44-RT;2023-11-01;27;58;21
FILZPANTOFFEL-HE-44-RT;2023-12-01;23;58;21
FILZPANTOFFEL-HE-44-RT;2024-01-01;12;58;21
FILZPANTOFFEL-HE-44-RT;2024-02-01;11;58;21
FILZPANTOFFEL-HE-44-RT;2024-03-01;6;58;21
FILZPANTOFFEL-HE-44-RT;2024-04-01;4;58;21
FILZPANTOFFEL-HE-44-RT;2024-05-01;3;58;21
FILZPANTOFFEL-HE-44-RT;2024-06-01;3;58;21
FILZPANTOFFEL-HE-44-RT;2024-07-01;2;58;21
FILZPANTOFFEL-HE-44-RT;2024-08-01;4;58;21
FILZPANTOFFEL-HE-44-RT;2024-09-01;8;58;21
FILZPANTOFFEL-HE-44-RT;2024-10-01;19;58;21
FILZPANTOFFEL-HE-44-RT;2024-11-01;23;58;21
FILZPANTOFFEL-HE-44-RT;2024-12-01;20;58;21
FILZPANTOFFEL-HE-45-WS;2023-01-01;21;45;21
FILZPANTOFFEL-HE-45-WS;2023-02-01;21;45;21
FILZPANTOFFEL-HE-45-WS;2023-03-01;12;45;21
FILZPANTOFFEL-HE-45-WS;2023-04-01;6;45;21
FILZPANTOFFEL-HE-45-WS;2023-05-01;6;45;21
FILZPANTOFFEL-HE-45-WS;2023-06-01;4;45;21
FILZPANTOFFEL-HE-45-WS;2023-07-01;4;45;21
FILZPANTOFFEL-HE-45-WS;2023-08-01;7;45;21
FILZPANTOFFEL-HE-45-WS;2023-09-01;10;45;21
FILZPANTOFFEL-HE-45-WS;2023-10-01;22;45;21
FILZPANTOFFEL-HE-45-WS;2023-11-01;32;45;21
FILZPANTOFFEL-HE-45-WS;2023-12-01;35;45;21
FILZPANTOFFEL-HE-45-WS;2024-01-01;22;45;21
FILZPANTOFFEL-HE-45-WS;2024-02-01;15;45;21
FILZPANTOFFEL-HE-45-WS;2024-03-01;15;45;21
FILZPANTOFFEL-HE-45-WS;2024-04-01;9;45;21
FILZPANTOFFEL-HE-45-WS;2024-05-01;8;45;21
FILZPANTOFFEL-HE-45-WS;2024-06-01;6;45;21
FILZPANTOFFEL-HE-45-WS;2024-07-01;7;45;21
FILZPANTOFFEL-HE-45-WS;2024-08-01;9;45;21
FILZPANTOFFEL-HE-45-WS;2024-09-01;15;45;21
FILZPANTOFFEL-HE-45-WS;2024-10-01;23;45;21
FILZPANTOFFEL-HE-45-WS;2024-11-01;18;45;21
FILZPANTOFFEL-HE-45-WS;2024-12-01;56;45;21
FILZPANTOFFEL-HE-46-WS;2023-01-01;12;10;21
FILZPANTOFFEL-HE-46-WS;2023-02-01;6;10;21
FILZPANTOFFEL-HE-46-WS;2023-03-01;5;10;21
FILZPANTOFFEL-HE-46-WS;2023-04-01;4;10;21
FILZPANTOFFEL-HE-46-WS;2023-05-01;3;10;21
FILZPANTOFFEL-HE-46-WS;2023-06-01;2;10;21
FILZPANTOFFEL-HE-46-WS;2023-07-01;3;10;21
FILZPANTOFFEL-HE-46-WS;2023-08-01;4;10;21
FILZPANTOFFEL-HE-46-WS;2023-09-01;6;10;21
FILZPANTOFFEL-HE-46-WS;2023-10-01;11;10;21
FILZPANTOFFEL-HE-46-WS;2023-11-01;17;10;21
FILZPANTOFFEL-HE-46-WS;2023-12-01;17;10;21
FILZPANTOFFEL-HE-46-WS;2024-01-01;13;10;21
FILZPANTOFFEL-HE-46-WS;2024-02-01;8;10;21
FILZPANTOFFEL-HE-46-WS;2024-03-01;6;10;21
FILZPANTOFFEL-HE-46-WS;2024-04-01;6;10;21
FILZPANTOFFEL-HE-46-WS;2024-05-01;4;10;21
FILZPANTOFFEL-HE-46-WS;2024-06-01;2;10;21
FILZPANTOFFEL-HE-46-WS;2024-07-01;3;10;21
FILZPANTOFFEL-HE-46-WS;2024-08-01;3;10;21
FILZPANTOFFEL-HE-46-WS;2024-09-01;5;10;21
FILZPANTOFFEL-HE-46-WS;2024-10-01;16;10;21
FILZPANTOFFEL-HE-46-WS;2024-11-01;20;10;21
FILZPANTOFFEL-HE-46-WS;2024-12-01;21;10;21
HALBSCHUH-HE-40-RT;2023-01-01;4;18;45
HALBSCHUH-HE-40-RT;2023-02-01;5;18;45
HALBSCHUH-HE-40-RT;2023-03-01;6;18;45
HALBSCHUH-HE-40-RT;2023-04-01;9;18;45
HALBSCHUH-HE-40-RT;2023-05-01;6;18;45
HALBSCHUH-HE-40-RT;2023-06-01;4;18;45
HALBSCHUH-HE-40-RT;2023-07-01;4;18;45
HALBSCHUH-HE-40-RT;2023-08-01;5;18;45
HALBSCHUH-HE-40-RT;2023-09-01;6;18;45
HALBSCHUH-HE-40-RT;2023-10-01;9;18;45
HALBSCHUH-HE-40-RT;2023-11-01;5;18;45
HALBSCHUH-HE-40-RT;2023-12-01;5;18;45
HALBSCHUH-HE-40-RT;2024-01-01;3;18;45
HALBSCHUH-HE-40-RT;2024-02-01;4;18;45
HALBSCHUH-HE-40-RT;2024-03-01;8;18;45
HALBSCHUH-HE-40-RT;2024-04-01;10;18;45
HALBSCHUH-HE-40-RT;2024-05-01;7;18;45
HALBSCHUH-HE-40-RT;2024-06-01;6;18;45
HALBSCHUH-HE-40-RT;2024-07-01;4;18;45
HALBSCHUH-HE-40-RT;2024-08-01;6;18;45
HALBSCHUH-HE-40-RT;2024-09-01;9;18;45
HALBSCHUH-HE-40-RT;2024-10-01;8;18;45
HALBSCHUH-HE-40-RT;2024-11-01;6;18;45
HALBSCHUH-HE-40-RT;2024-12-01;7;18;45
HALBSCHUH-HE-41-BG;2023-01-01;11;52;45
HALBSCHUH-HE-41-BG;2023-02-01;9;52;45
HALBSCHUH-HE-41-BG;2023-03-01;15;52;45
HALBSCHUH-HE-41-BG;2023-04-01;16;52;45
HALBSCHUH-HE-41-BG;2023-05-01;18;52;45
HALBSCHUH-HE-41-BG;2023-06-01;10;52;45
HALBSCHUH-HE-41-BG;2023-07-01;10;52;45
HALBSCHUH-HE-41-BG;2023-08-01;14;52;45
HALBSCHUH-HE-41-BG;2023-09-01;17;52;45
HALBSCHUH-HE-41-BG;2023-10-01;17;52;45
HALBSCHUH-HE-41-BG;2023-11-01;11;52;45
HALBSCHUH-HE-41-BG;2023-12-01;10;52;45
HALBSCHUH-HE-41-BG;2024-01-01;11;52;45
HALBSCHUH-HE-41-BG;2024-02-01;8;52;45
HALBSCHUH-HE-41-BG;2024-03-01;20;52;45
HALBSCHUH-HE-41-BG;2024-04-01;22;52;45
HALBSCHUH-HE-41-BG;2024-05-01;18;52;45
HALBSCHUH-HE-41-BG;2024-06-01;11;52;45
HALBSCHUH-HE-41-BG;2024-07-01;11;52;45
HALBSCHUH-HE-41-BG;2024-08-01;12;52;45
HALBSCHUH-HE-41-BG;2024-09-01;21;52;45
HALBSCHUH-HE-41-BG;2024-10-01;25;52;45
HALBSCHUH-HE-41-BG;2024-11-01;19;52;45
HALBSCHUH-HE-41-BG;2024-12-01;13;52;45
HALBSCHUH-HE-41-GR;2023-01-01;10;28;45
HALBSCHUH-HE-41-GR;2023-02-01;14;28;45
HALBSCHUH-HE-41-GR;2023-03-01;19;28;45
HALBSCHUH-HE-41-GR;2023-04-01;24;28;45
HALBSCHUH-HE-41-GR;2023-05-01;14;28;45
HALBSCHUH-HE-41-GR;2023-06-01;9;28;45
HALBSCHUH-HE-41-GR;2023-07-01;8;28;45
HALBSCHUH-HE-41-GR;2023-08-01;13;28;45
